5.573900000000000521e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
7.921200000000000463e-01;2.593699999999999894e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
8.910299999999999887e-01;5.422500000000000098e-01;1.102599999999999969e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
9.439499999999999558e-01;7.204599999999999893e-01;3.338200000000000056e-01;4.603000000000000147e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
9.681899999999999951e-01;8.275500000000000078e-01;5.325100000000000389e-01;1.915600000000000080e-01;1.752000000000000085e-02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
9.813600000000000101e-01;8.955600000000000227e-01;6.804000000000000048e-01;3.637599999999999723e-01;1.028400000000000009e-01;7.210000000000000263e-03;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
9.890700000000000047e-01;9.334299999999999820e-01;7.829199999999999493e-01;5.257100000000000106e-01;2.370299999999999907e-01;5.263000000000000317e-02;2.690000000000000117e-03;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
9.933499999999999552e-01;9.589400000000000146e-01;8.556899999999999507e-01;6.568300000000000249e-01;3.847700000000000009e-01;1.450899999999999967e-01;2.661000000000000171e-02;9.200000000000000278e-04;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
9.956000000000000405e-01;9.728700000000000125e-01;9.021799999999999820e-01;7.535399999999999876e-01;5.191500000000000004e-01;2.648099999999999898e-01;8.520999999999999408e-02;1.243999999999999967e-02;4.499999999999999877e-04;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
9.973899999999999988e-01;9.832699999999999774e-01;9.354599999999999582e-01;8.257400000000000295e-01;6.356300000000000283e-01;3.952800000000000202e-01;1.759600000000000053e-01;4.884999999999999759e-02;6.230000000000000294e-03;1.200000000000000030e-04;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
9.983800000000000452e-01;9.894100000000000117e-01;9.566599999999999548e-01;8.766399999999999748e-01;7.286299999999999999e-01;5.174699999999999855e-01;2.881799999999999917e-01;1.150400000000000034e-01;2.736999999999999850e-02;2.579999999999999828e-03;4.000000000000000327e-05;0.000000000000000000e+00;0.000000000000000000e+00
9.990099999999999536e-01;9.926000000000000378e-01;9.700199999999999934e-01;9.118699999999999584e-01;7.972099999999999742e-01;6.214399999999999924e-01;4.026399999999999979e-01;2.026000000000000023e-01;7.158000000000000473e-02;1.400000000000000029e-02;1.069999999999999988e-03;1.000000000000000082e-05;0.000000000000000000e+00
9.993699999999999806e-01;9.949900000000000411e-01;9.785599999999999854e-01;9.393399999999999528e-01;8.537599999999999634e-01;7.076799999999999757e-01;5.141400000000000414e-01;3.047699999999999854e-01;1.375800000000000078e-01;4.272999999999999715e-02;7.649999999999999682e-03;5.100000000000000366e-04;3.000000000000000076e-05
